ID,sentence,reference_Id
Q8_3_011,唐貞觀初改曰林州，領縣三，龍海界林邑。,"[""[[1363, 0], [1479, 0], [1479, 1740], [1363, 1740]]"", ""[[1238, 0], [1352, 0], [1352, 1740], [1238, 1740]]""]"
Q8_3_012,金貞元末廢爲占城闍槃施耐之地。,"[""[[1238, 0], [1352, 0], [1352, 1740], [1238, 1740]]"", ""[[1154, 0], [1238, 0], [1238, 1740], [1154, 1740]]""]"
Q8_3_013,安南黎鴻德元年征占，克其城，拓地至石碑山，富安今屬，分爲蓬山、符離、綏遠三縣，置懷仁府隸廣南承宣。,"[""[[1154, 0], [1238, 0], [1238, 1740], [1154, 1740]]"", ""[[1048, 0], [1154, 0], [1154, 1740], [1048, 1740]]"", ""[[848, 0], [957, 0], [957, 1740], [848, 1740]]""]"
Q8_3_014,然自虬蒙嶺以南蠻獠未暇經理。,"[""[[848, 0], [957, 0], [957, 1740], [848, 1740]]"", ""[[769, 0], [848, 0], [848, 1740], [769, 1740]]""]"
Q8_3_015,本朝太祖嘉裕皇帝壬寅四十五年，定三年黎莊尊弘，改爲歸仁名，始此歸仁之府置巡撫勘理，仍隸廣南營。,"[""[[769, 0], [848, 0], [848, 1740], [769, 1740]]"", ""[[654, 0], [769, 0], [769, 1740], [654, 1740]]"", ""[[539, 0], [654, 0], [654, 1740], [539, 1740]]""]"
Q8_3_016,太尊孝哲皇帝辛卯三年，德三年黎神尊慶，改曰歸寧府。,"[""[[413, 0], [539, 0], [539, 1740], [413, 1740]]""]"
Q8_3_017,世尊孝武皇帝壬戌四年，與三年黎顯尊景復，仍舊曰歸。,"[""[[310, 0], [413, 0], [413, 1740], [310, 1740]]""]"
Q8_3_018,仁睿尊孝定皇帝癸巳八年、十四年，黎景興三編民阮文岳兄弟等竊據增築閣槃城以居，稱皇帝城。,"[""[[310, 0], [413, 0], [413, 1740], [310, 1740]]"", ""[[196, 0], [310, 0], [310, 1740], [196, 1740]]"", ""[[1707, 0], [1797, 0], [1797, 1740], [1707, 1740]]""]"
Q8_4_019,己未夏，景盛七年，世祖高皇帝攻拔其城，更名曰平定，名始此。,"[""[[1707, 0], [1797, 0], [1797, 1740], [1707, 1740]]"", ""[[1599, 0], [1707, 0], [1707, 1740], [1599, 1740]]"", ""[[1483, 0], [1599, 0], [1599, 1740], [1483, 1740]]""]"
Q8_4_020,平定之城，命後軍武性禮部吳從周留鎮。,"[""[[1483, 0], [1599, 0], [1599, 1740], [1483, 1740]]"", ""[[1347, 0], [1483, 0], [1483, 1740], [1347, 1740]]""]"
Q8_4_021,庚申春，八年，僞景盛賊將陳光耀武文勇等率眾圍之，歲餘不解。,"[""[[1347, 0], [1483, 0], [1483, 1740], [1347, 1740]]"", ""[[1267, 0], [1347, 0], [1347, 1740], [1267, 1740]]""]"
Q8_4_022,武性與從周俱殉節。,"[""[[1267, 0], [1347, 0], [1347, 1740], [1267, 1740]]"", ""[[1158, 0], [1267, 0], [1267, 1740], [1158, 1740]]""]"
Q8_4_023,及大兵克復富春都城，耀等聞之，棄城遁去。,"[""[[1158, 0], [1267, 0], [1267, 1740], [1158, 1740]]"", ""[[1048, 0], [1158, 0], [1158, 1740], [1048, 1740]]""]"
Q8_4_024,乃設平定營公堂官，曰留守，该簿記錄嘉隆七年，改營為鎭。,"[""[[1048, 0], [1158, 0], [1158, 1740], [1048, 1740]]"", ""[[881, 0], [958, 0], [958, 1740], [881, 1740]]""]"
Q8_4_025,九年，改留守為鎭守。,"[""[[881, 0], [958, 0], [958, 1740], [881, 1740]]"", ""[[769, 0], [881, 0], [881, 1740], [769, 1740]]""]"
Q8_4_026,明命七年，設歸仁知府，領縣三山、蓬符、離綏遠。,"[""[[769, 0], [881, 0], [881, 1740], [769, 1740]]"", ""[[627, 0], [769, 0], [769, 1740], [627, 1740]]""]"
Q8_4_027,八年，改該簿記錄為協鎭參協。,"[""[[627, 0], [769, 0], [769, 1740], [627, 1740]]""]"
Q8_4_028,十二年，復改為懷仁府。,"[""[[627, 0], [769, 0], [769, 1740], [627, 1740]]"", ""[[540, 0], [627, 0], [627, 1740], [540, 1740]]""]"
Q8_4_029,十三年，分設省轄，改為省置平富總督，統轄富安。,"[""[[540, 0], [627, 0], [627, 1740], [540, 1740]]"", ""[[400, 0], [540, 0], [540, 1740], [400, 1740]]""]"
Q8_4_030,改設布政按察二司，分綏遠縣為綏遠、綏福二縣，置安仁府。,"[""[[400, 0], [540, 0], [540, 1740], [400, 1740]]"", ""[[317, 0], [400, 0], [400, 1740], [317, 1740]]""]"
Q8_4_031,分符離縣為符吉、符美二縣，仍隸懷仁府。,"[""[[317, 0], [400, 0], [400, 1740], [317, 1740]]"", ""[[200, 0], [317, 0], [317, 1740], [200, 1740]]""]"
Q8_4_032,十五年，以平定以南至平順為左畿。,"[""[[200, 0], [317, 0], [317, 1740], [200, 1740]]"", ""[[1693, 0], [1800, 0], [1800, 1740], [1693, 1740]]""]"
Q8_5_033,嗣德五年，省安仁府，設綏遠縣知縣併攝綏福縣，隸懷仁府。,"[""[[1693, 0], [1800, 0], [1800, 1740], [1693, 1740]]"", ""[[1593, 0], [1693, 0], [1693, 1740], [1593, 1740]]""]"
Q8_5_034,符美縣亦省知縣屬懷仁府兼理。,"[""[[1593, 0], [1693, 0], [1693, 1740], [1593, 1740]]"", ""[[1488, 0], [1576, 0], [1576, 1740], [1488, 1740]]""]"
Q8_5_035,六年，併富安於平定，置富安道。,"[""[[1488, 0], [1576, 0], [1576, 1740], [1488, 1740]]"", ""[[1353, 0], [1463, 0], [1463, 1740], [1353, 1740]]""]"
Q8_5_036,文書冊籍冠以平定省。,"[""[[1353, 0], [1463, 0], [1463, 1740], [1353, 1740]]""]"
Q8_5_037,十七年，富安復仍前別為一省。,"[""[[1353, 0], [1463, 0], [1463, 1740], [1353, 1740]]"", ""[[1249, 0], [1353, 0], [1353, 1740], [1249, 1740]]""]"
Q8_5_038,十八年，復分綏遠、綏福二縣為安仁府。,"[""[[1249, 0], [1353, 0], [1353, 1740], [1249, 1740]]"", ""[[1155, 0], [1249, 0], [1249, 1740], [1155, 1740]]""]"
Q8_5_039,三十年，設安溪經理衙於綏遠上游地。,"[""[[1155, 0], [1249, 0], [1249, 1740], [1155, 1740]]"", ""[[1054, 0], [1155, 0], [1155, 1740], [1054, 1740]]""]"
Q8_5_040,同慶三年，改設為平溪縣。,"[""[[1054, 0], [1155, 0], [1155, 1740], [1054, 1740]]""]"
Q8_5_041,血發全房片房濟質隸安仁府。,"[""[[974, 0], [1054, 0], [1054, 1740], [974, 1740]]"", ""[[862, 0], [974, 0], [974, 1740], [862, 1740]]""]"
Q8_5_042,成泰二年，設懷恩州。,"[""[[862, 0], [974, 0], [974, 1740], [862, 1740]]""]"
Q8_5_043,于蓬山上游屬義定山防，十一年改爲縣，隸懷仁府。,"[""[[862, 0], [974, 0], [974, 1740], [862, 1740]]"", ""[[765, 0], [862, 0], [862, 1740], [765, 1740]]""]"
Q8_5_044,十八年，南北距六十里，東至綏福府界，西至蠻境，南至綏福府西南界，北至懷仁府符吉縣界。,"[""[[765, 0], [862, 0], [862, 1740], [765, 1740]]"", ""[[416, 0], [475, 0], [475, 1740], [416, 1740]]"", ""[[1697, 0], [1752, 0], [1752, 1740], [1697, 1740]]"", ""[[1643, 0], [1697, 0], [1697, 1740], [1643, 1740]]"", ""[[1308, 0], [1365, 0], [1365, 1740], [1308, 1740]]"", ""[[1085, 0], [1145, 0], [1145, 1740], [1085, 1740]]"", ""[[810, 0], [862, 0], [862, 1740], [810, 1740]]"", ""[[582, 0], [643, 0], [643, 1740], [582, 1740]]"", ""[[528, 0], [582, 0], [582, 1740], [528, 1740]]"", ""[[186, 0], [244, 0], [244, 1740], [186, 1740]]"", ""[[1591, 0], [1644, 0], [1644, 1737], [1591, 1737]]"", ""[[1421, 0], [1484, 0], [1484, 1737], [1421, 1737]]"", ""[[1313, 0], [1368, 0], [1368, 1737], [1313, 1737]]"", ""[[1093, 0], [1151, 0], [1151, 1737], [1093, 1737]]""]"
Q8_7_045,本懷仁府綏遠縣地。,"[""[[1093, 0], [1151, 0], [1151, 1737], [1093, 1737]]"", ""[[919, 0], [991, 0], [991, 1737], [919, 1737]]"", ""[[701, 0], [762, 0], [762, 1737], [701, 1737]]"", ""[[648, 0], [701, 0], [701, 1737], [648, 1737]]""]"
Q8_7_046,明命十三年置，今府名嗣德五年省，仍隸懷仁府。,"[""[[593, 0], [648, 0], [648, 1737], [593, 1737]]"", ""[[476, 0], [533, 0], [533, 1737], [476, 1737]]"", ""[[248, 0], [309, 0], [309, 1737], [248, 1737]]"", ""[[1677, 0], [1751, 0], [1751, 1736], [1677, 1736]]"", ""[[1351, 0], [1465, 0], [1465, 1736], [1351, 1736]]""]"
Q8_8_047,十八年復設，兼理綏遠，統轄綏福同慶三年增設平溪縣，隸焉。,"[""[[1351, 0], [1465, 0], [1465, 1736], [1351, 1736]]"", ""[[1273, 0], [1351, 0], [1351, 1736], [1273, 1736]]""]"
Q8_8_048,成泰十八年綏福系府，兼理東西深學明務帶運育度，北距六十里，東夾綏福府界，西夾平溪縣界，南夾緩福府界，北夾懷仁府符吉縣界。,"[""[[1273, 0], [1351, 0], [1351, 1736], [1273, 1736]]"", ""[[437, 0], [513, 0], [513, 1736], [437, 1736]]""]"
Q8_8_049,本象林縣地。,[]
Q8_8_050,黎初改今縣名，隸懷仁府。,[]
Q8_9_051,明命十三年析置綏福縣，設安仁府屬府，兼理。,"[""[[1707, 0], [1792, 0], [1792, 1737], [1707, 1737]]""]"
Q8_9_052,嗣德五年省，復爲縣，設知縣兼攝綏福，隸懷仁府。,"[""[[1707, 0], [1792, 0], [1792, 1737], [1707, 1737]]"", ""[[1595, 0], [1707, 0], [1707, 1737], [1595, 1737]]""]"
Q8_9_053,十八年復設安仁府屬府，兼理。,"[""[[1595, 0], [1707, 0], [1707, 1737], [1595, 1737]]""]"
Q8_9_054,同慶三年摘美順富豐二總地插八平溪三溪，,"[""[[1264, 0], [1347, 0], [1347, 1737], [1264, 1737]]"", ""[[750, 0], [808, 0], [808, 1737], [750, 1737]]""]"
Q8_9_055,系在府西東縣，,[]
Q8_9_056,今領總四社村九十三四溪鼎，,"[""[[312, 0], [426, 0], [426, 1737], [312, 1737]]""]"
Q8_10_057,西距三十餘里，,"[""[[1715, 0], [1797, 0], [1797, 1740], [1715, 1740]]"", ""[[1603, 0], [1683, 0], [1683, 1740], [1603, 1740]]""]"
Q8_10_058,南北距七十餘里，,"[""[[1382, 0], [1461, 0], [1461, 1740], [1382, 1740]]"", ""[[754, 0], [809, 0], [809, 1740], [754, 1740]]"", ""[[702, 0], [754, 0], [754, 1740], [702, 1740]]""]"
Q8_10_059,東夾綏遠縣界，,"[""[[586, 0], [639, 0], [639, 1740], [586, 1740]]""]"
Q8_10_060,西夾山蠻，,"[""[[470, 0], [528, 0], [528, 1740], [470, 1740]]""]"
Q8_10_061,南夾富安省山和縣界，,"[""[[419, 0], [470, 0], [470, 1740], [419, 1740]]"", ""[[1709, 0], [1764, 0], [1764, 1737], [1709, 1737]]"", ""[[1601, 0], [1653, 0], [1653, 1737], [1601, 1737]]""]"
Q8_11_062,北夾蓬山縣界。,"[""[[1341, 0], [1487, 0], [1487, 1737], [1341, 1737]]""]"
Q8_11_063,原綏遠縣上游地，同慶三年摘富豐總十村美順總八村，與新募墾之二十八村分爲永金務務務府民市務務務司深務衛理定布政潘文典摺請墾田，乃准設經理衙於安溪村，置官吏居住。,"[""[[1208, 0], [1277, 0], [1277, 1737], [1208, 1737]]"", ""[[1100, 0], [1153, 0], [1153, 1737], [1100, 1737]]"", ""[[770, 0], [825, 0], [825, 1737], [770, 1737]]"", ""[[606, 0], [657, 0], [657, 1737], [606, 1737]]"", ""[[541, 0], [606, 0], [606, 1737], [541, 1737]]"", ""[[489, 0], [541, 0], [541, 1737], [489, 1737]]"", ""[[427, 0], [489, 0], [489, 1737], [427, 1737]]"", ""[[361, 0], [427, 0], [427, 1737], [361, 1737]]"", ""[[1566, 0], [1679, 0], [1679, 1732], [1566, 1732]]"", ""[[1125, 0], [1266, 0], [1266, 1732], [1125, 1732]]"", ""[[1048, 0], [1125, 0], [1125, 1732], [1048, 1732]]"", ""[[202, 0], [319, 0], [319, 1732], [202, 1732]]"", ""[[1354, 0], [1466, 0], [1466, 1737], [1354, 1737]]"", ""[[1244, 0], [1354, 0], [1354, 1737], [1244, 1737]]""]"
Q8_13_064,曉捐募民耕墾於江之西，東立得二十八村。,"[""[[1039, 0], [1129, 0], [1129, 1737], [1039, 1737]]"", ""[[576, 0], [630, 0], [630, 1737], [576, 1737]]"", ""[[518, 0], [576, 0], [576, 1737], [518, 1737]]"", ""[[359, 0], [463, 0], [463, 1737], [359, 1737]]""]"
Q8_13_065,同慶三年設平溪襄縣，是衙撤。,"[""[[299, 0], [359, 0], [359, 1737], [299, 1737]]"", ""[[1696, 0], [1753, 0], [1753, 1740], [1696, 1740]]"", ""[[1641, 0], [1696, 0], [1696, 1740], [1641, 1740]]"", ""[[1423, 0], [1473, 0], [1473, 1740], [1423, 1740]]""]"
Q8_14_066,罷今改設經理屯法官居住二寸在省城北一百十六里，東西距五十三仁斤里，南北距一百五十三里。,"[""[[1367, 0], [1423, 0], [1423, 1740], [1367, 1740]]"", ""[[1146, 0], [1201, 0], [1201, 1740], [1146, 1740]]"", ""[[1089, 0], [1146, 0], [1146, 1740], [1089, 1740]]"", ""[[920, 0], [986, 0], [986, 1740], [920, 1740]]"", ""[[869, 0], [920, 0], [920, 1740], [869, 1740]]"", ""[[696, 0], [754, 0], [754, 1740], [696, 1740]]"", ""[[526, 0], [583, 0], [583, 1740], [526, 1740]]"", ""[[245, 0], [297, 0], [297, 1740], [245, 1740]]"", ""[[1583, 0], [1638, 0], [1638, 1732], [1583, 1732]]"", ""[[1199, 0], [1266, 0], [1266, 1732], [1199, 1732]]"", ""[[875, 0], [930, 0], [930, 1732], [875, 1732]]""]"
Q8_15_067,東夾海，西夾山蠻，南夾安仁府綏遠縣界，北夾廣義省慕德縣界。,"[""[[531, 0], [578, 0], [578, 1732], [531, 1732]]"", ""[[373, 0], [478, 0], [478, 1732], [373, 1732]]"", ""[[1582, 0], [1643, 0], [1643, 1736], [1582, 1736]]"", ""[[1422, 0], [1480, 0], [1480, 1736], [1422, 1736]]"", ""[[1200, 0], [1253, 0], [1253, 1736], [1200, 1736]]"", ""[[1144, 0], [1200, 0], [1200, 1736], [1144, 1736]]""]"
Q8_16_068,黎初置，今府名本朝初改歸仁，後務民號品務，後念質司離統轄綏遠蓬山二縣。,"[""[[865, 0], [917, 0], [917, 1736], [865, 1736]]"", ""[[580, 0], [637, 0], [637, 1736], [580, 1736]]"", ""[[417, 0], [471, 0], [471, 1736], [417, 1736]]"", ""[[1751, 0], [1808, 0], [1808, 1740], [1751, 1740]]"", ""[[1696, 0], [1751, 0], [1751, 1740], [1696, 1740]]"", ""[[1640, 0], [1696, 0], [1696, 1740], [1640, 1740]]""]"
Q8_17_069,十三年分符離縣為符吉、符美二縣，復改兼理符吉，統轄綏遠、蓬山、符美。,"[""[[1419, 0], [1475, 0], [1475, 1740], [1419, 1740]]"", ""[[1253, 0], [1307, 0], [1307, 1740], [1253, 1740]]""]"
Q8_17_070,其綏遠縣別為安仁府，嗣德十八年改兼理蓬山，統轄符吉、符美。,"[""[[1199, 0], [1253, 0], [1253, 1740], [1199, 1740]]"", ""[[1147, 0], [1199, 0], [1199, 1740], [1147, 1740]]"", ""[[869, 0], [918, 0], [918, 1740], [869, 1740]]""]"
Q8_17_071,其成泰十一峯山系府年增設懷恩縣隸焉，今領縣四：六一曰餘六里（東夾海，西夾懷恩縣界，南夾符美縣界，北夾廣義省慕德縣界）。,"[""[[588, 0], [647, 0], [647, 1740], [588, 1740]]"", ""[[362, 0], [420, 0], [420, 1740], [362, 1740]]"", ""[[1699, 0], [1758, 0], [1758, 1740], [1699, 1740]]"", ""[[1315, 0], [1370, 0], [1370, 1740], [1315, 1740]]"", ""[[1147, 0], [1203, 0], [1203, 1740], [1147, 1740]]"", ""[[1090, 0], [1147, 0], [1147, 1740], [1090, 1740]]"", ""[[1034, 0], [1090, 0], [1090, 1740], [1034, 1740]]"", ""[[703, 0], [759, 0], [759, 1740], [703, 1740]]"", ""[[481, 0], [533, 0], [533, 1740], [481, 1740]]"", ""[[363, 0], [419, 0], [419, 1740], [363, 1740]]"", ""[[254, 0], [313, 0], [313, 1740], [254, 1740]]"", ""[[191, 0], [254, 0], [254, 1740], [191, 1740]]"", ""[[1749, 0], [1806, 0], [1806, 1740], [1749, 1740]]"", ""[[1645, 0], [1692, 0], [1692, 1740], [1645, 1740]]"", ""[[1307, 0], [1363, 0], [1363, 1740], [1307, 1740]]""]"
Q8_19_072,黎初置，今縣名本朝因之隸懷仁府統轄。,"[""[[1307, 0], [1363, 0], [1363, 1740], [1307, 1740]]"", ""[[921, 0], [987, 0], [987, 1740], [921, 1740]]"", ""[[584, 0], [641, 0], [641, 1740], [584, 1740]]""]"
Q8_19_073,嗣德八年改爲兼理，成泰十一年商其地，增設懷恩縣守長絲，在府南，東西今總四社村一百五名，原距五十八里，南北距五十七里。,"[""[[246, 0], [302, 0], [302, 1740], [246, 1740]]"", ""[[1749, 0], [1811, 0], [1811, 1737], [1749, 1737]]"", ""[[1535, 0], [1583, 0], [1583, 1737], [1535, 1737]]"", ""[[1257, 0], [1312, 0], [1312, 1737], [1257, 1737]]"", ""[[1203, 0], [1257, 0], [1257, 1737], [1203, 1737]]"", ""[[1090, 0], [1145, 0], [1145, 1737], [1090, 1737]]"", ""[[920, 0], [976, 0], [976, 1737], [920, 1737]]"", ""[[873, 0], [920, 0], [920, 1737], [873, 1737]]"", ""[[422, 0], [476, 0], [476, 1737], [422, 1737]]"", ""[[190, 0], [249, 0], [249, 1737], [190, 1737]]"", ""[[1579, 0], [1636, 0], [1636, 1740], [1579, 1740]]"", ""[[1358, 0], [1413, 0], [1413, 1740], [1358, 1740]]""]"
Q8_21_074,東夾海，西夾懷恩縣界，南夾符美縣界，北夾廣義省慕德縣界。,"[""[[1304, 0], [1358, 0], [1358, 1740], [1304, 1740]]"", ""[[1137, 0], [1194, 0], [1194, 1740], [1137, 1740]]"", ""[[807, 0], [858, 0], [858, 1740], [807, 1740]]"", ""[[693, 0], [752, 0], [752, 1740], [693, 1740]]"", ""[[582, 0], [637, 0], [637, 1740], [582, 1740]]"", ""[[523, 0], [582, 0], [582, 1740], [523, 1740]]"", ""[[356, 0], [411, 0], [411, 1740], [356, 1740]]"", ""[[1651, 0], [1702, 0], [1702, 1730], [1651, 1730]]"", ""[[1598, 0], [1651, 0], [1651, 1730], [1598, 1730]]"", ""[[1482, 0], [1540, 0], [1540, 1730], [1482, 1730]]"", ""[[1315, 0], [1377, 0], [1377, 1730], [1315, 1730]]""]"
Q8_22_075,本符離縣地，明命七年屬歸仁府兼理，十三年分符離縣置今縣名，仍屬府兼。,"[""[[1158, 0], [1215, 0], [1215, 1730], [1158, 1730]]"", ""[[985, 0], [1108, 0], [1108, 1730], [985, 1730]]"", ""[[765, 0], [828, 0], [828, 1730], [765, 1730]]"", ""[[627, 0], [685, 0], [685, 1730], [627, 1730]]"", ""[[434, 0], [491, 0], [491, 1730], [434, 1730]]"", ""[[318, 0], [384, 0], [384, 1730], [318, 1730]]"", ""[[213, 0], [318, 0], [318, 1730], [213, 1730]]""]"
Q8_23_076,理嗣德十八年，改為懷統轄，設知縣，今領總四社村一百二十七房後務（房）民市運育務，房司仁府平溪縣界北夾廣義省慕德縣界，本蓬山上游地。,"[""[[1759, 0], [1821, 0], [1821, 1733], [1759, 1733]]"", ""[[1531, 0], [1632, 0], [1632, 1733], [1531, 1733]]"", ""[[1426, 0], [1484, 0], [1484, 1733], [1426, 1733]]"", ""[[1373, 0], [1426, 0], [1426, 1733], [1373, 1733]]"", ""[[1313, 0], [1373, 0], [1373, 1733], [1313, 1733]]"", ""[[873, 0], [924, 0], [924, 1733], [873, 1733]]"", ""[[650, 0], [705, 0], [705, 1733], [650, 1733]]"", ""[[485, 0], [537, 0], [537, 1733], [485, 1733]]"", ""[[254, 0], [311, 0], [311, 1733], [254, 1733]]"", ""[[1636, 0], [1686, 0], [1686, 1730], [1636, 1730]]"", ""[[1413, 0], [1469, 0], [1469, 1730], [1413, 1730]]""]"
Q8_23_077,成泰二年設懷恩州，,[]
Q8_24_078,隸義定山防十一年摘蓬山之萬德一總竝忠安總九村，,"[""[[917, 0], [969, 0], [969, 1730], [917, 1730]]"", ""[[354, 0], [437, 0], [437, 1730], [354, 1730]]"", ""[[242, 0], [300, 0], [300, 1730], [242, 1730]]"", ""[[1514, 0], [1565, 0], [1565, 1730], [1514, 1730]]"", ""[[1461, 0], [1514, 0], [1514, 1730], [1461, 1730]]"", ""[[1247, 0], [1355, 0], [1355, 1730], [1247, 1730]]"", ""[[1182, 0], [1247, 0], [1247, 1730], [1182, 1730]]""]"
Q8_25_079,金山總五村，,"[""[[752, 0], [857, 0], [857, 1730], [752, 1730]]"", ""[[518, 0], [583, 0], [583, 1730], [518, 1730]]""]"
Q8_25_080,安山總十四村，,"[""[[421, 0], [518, 0], [518, 1730], [421, 1730]]"", ""[[1580, 0], [1631, 0], [1631, 1733], [1580, 1733]]"", ""[[1414, 0], [1471, 0], [1471, 1733], [1414, 1733]]""]"
Q8_26_081,分設懷德歸化雲山三總，,"[""[[1359, 0], [1414, 0], [1414, 1733], [1359, 1733]]"", ""[[916, 0], [977, 0], [977, 1733], [916, 1733]]"", ""[[813, 0], [862, 0], [862, 1733], [813, 1733]]""]"
Q8_26_082,改今縣名，,"[""[[813, 0], [862, 0], [862, 1733], [813, 1733]]"", ""[[758, 0], [813, 0], [813, 1733], [758, 1733]]""]"
Q8_26_083,隸府統爰副府在省城卷元東四十裡轄，,"[""[[642, 0], [698, 0], [698, 1733], [642, 1733]]"", ""[[585, 0], [642, 0], [642, 1733], [585, 1733]]""]"
Q8_26_084,今領總三莊村六十一里，,"[""[[530, 0], [585, 0], [585, 1733], [530, 1733]]"", ""[[247, 0], [305, 0], [305, 1733], [247, 1733]]""]"
Q8_27_085,東西距四十一里，,"[""[[1484, 0], [1600, 0], [1600, 1737], [1484, 1737]]"", ""[[924, 0], [1017, 0], [1017, 1737], [924, 1737]]"", ""[[701, 0], [781, 0], [781, 1737], [701, 1737]]""]"
Q8_27_086,南北距五千八里，,[]
Q8_27_087,東夾海，,[]
Q8_27_088,西夾绥遠縣界，,"[""[[381, 0], [439, 0], [439, 1737], [381, 1737]]""]"
Q8_28_089,南夾富安省同春縣界，,"[""[[1746, 0], [1843, 0], [1843, 1740], [1746, 1740]]"", ""[[1656, 0], [1746, 0], [1746, 1740], [1656, 1740]]""]"
Q8_28_090,北夾符吉縣界。,"[""[[1535, 0], [1656, 0], [1656, 1740], [1535, 1740]]""]"
Q8_28_091,本绥远县地，明命十三年析置縣名，隸安仁府，嗣德五年改隸懷仁府，十八年復隸安仁府，成泰十八年陞為府，今領總四村坊一百四十七。,"[""[[1472, 0], [1535, 0], [1535, 1740], [1472, 1740]]"", ""[[1262, 0], [1385, 0], [1385, 1740], [1262, 1740]]"", ""[[742, 0], [798, 0], [798, 1740], [742, 1740]]"", ""[[403, 0], [463, 0], [463, 1740], [403, 1740]]"", ""[[339, 0], [403, 0], [403, 1740], [339, 1740]]"", ""[[1571, 0], [1683, 0], [1683, 1733], [1571, 1733]]"", ""[[1456, 0], [1519, 0], [1519, 1733], [1456, 1733]]"", ""[[1250, 0], [1343, 0], [1343, 1733], [1250, 1733]]"", ""[[1170, 0], [1250, 0], [1250, 1733], [1170, 1733]]"", ""[[741, 0], [791, 0], [791, 1733], [741, 1733]]"", ""[[638, 0], [741, 0], [741, 1733], [638, 1733]]"", ""[[122, 0], [289, 0], [289, 1733], [122, 1733]]"", ""[[1691, 0], [1745, 0], [1745, 1733], [1691, 1733]]"", ""[[1356, 0], [1413, 0], [1413, 1733], [1356, 1733]]"", ""[[1192, 0], [1250, 0], [1250, 1733], [1192, 1733]]""]"
Q8_30_092,形勢東際海濱，,"[""[[1082, 0], [1138, 0], [1138, 1733], [1082, 1733]]"", ""[[858, 0], [912, 0], [912, 1733], [858, 1733]]""]"
Q8_30_093,西控山巖石津，,[]
Q8_30_094,阻其北虬嶺，,"[""[[519, 0], [579, 0], [579, 1733], [519, 1733]]""]"
Q8_30_095,障其南，,"[""[[446, 0], [519, 0], [519, 1733], [446, 1733]]""]"
Q8_30_096,名山則福安山、,"[""[[176, 0], [246, 0], [246, 1733], [176, 1733]]""]"
Q8_30_097,真撞山，,[]
Q8_31_098,为之控制，,"[""[[1698, 0], [1766, 0], [1766, 1737], [1698, 1737]]""]"
Q8_31_099,大川則三縣江，,"[""[[1698, 0], [1766, 0], [1766, 1737], [1698, 1737]]"", ""[[1580, 0], [1698, 0], [1698, 1737], [1580, 1737]]""]"
Q8_31_100,赖阳江为之襟帶，,"[""[[1483, 0], [1529, 0], [1529, 1737], [1483, 1737]]""]"
