ID,sentence,reference_Id
Q13_32_054,嗣德六年置知縣，由道統轄。,"[""[[819, 0], [883, 0], [883, 1582], [819, 1582]]""]"
Q13_32_055,二十九年省知縣，由府兼理，領總四社村坊。,"[""[[566, 0], [627, 0], [627, 1582], [566, 1582]]"", ""[[251, 0], [311, 0], [311, 1582], [251, 1582]]"", ""[[188, 0], [251, 0], [251, 1582], [188, 1582]]"", ""[[125, 0], [188, 0], [188, 1582], [125, 1582]]"", ""[[843, 0], [901, 0], [901, 1599], [843, 1599]]""]"
Q13_33_056,帛川系距府北六十九里，東西距六百金八鼎十八里，南北距四十四里。,"[""[[780, 0], [843, 0], [843, 1599], [780, 1599]]"", ""[[388, 0], [452, 0], [452, 1599], [388, 1599]]"", ""[[328, 0], [388, 0], [388, 1599], [328, 1599]]"", ""[[59, 0], [133, 0], [133, 1599], [59, 1599]]"", ""[[962, 0], [1044, 0], [1044, 1596], [962, 1596]]"", ""[[904, 0], [962, 0], [962, 1596], [904, 1596]]""]"
Q13_34_057,東至海十三里，西至主張山夾香溪縣界五十五里，南至樂江夾奇英縣界二十七里，北至石河縣界十七里。,"[""[[651, 0], [714, 0], [714, 1596], [651, 1596]]"", ""[[586, 0], [651, 0], [651, 1596], [586, 1596]]"", ""[[206, 0], [268, 0], [268, 1596], [206, 1596]]"", ""[[907, 0], [970, 0], [970, 1594], [907, 1594]]"", ""[[788, 0], [845, 0], [845, 1594], [788, 1594]]"", ""[[722, 0], [788, 0], [788, 1594], [722, 1594]]"", ""[[529, 0], [590, 0], [590, 1594], [529, 1594]]"", ""[[398, 0], [460, 0], [460, 1594], [398, 1594]]"", ""[[139, 0], [204, 0], [204, 1594], [139, 1594]]""]"
Q13_36_058,古河花地，明爲羅縣，黎麗化市員路局府轄。,"[""[[752, 0], [818, 0], [818, 1597], [752, 1597]]"", ""[[629, 0], [690, 0], [690, 1597], [629, 1597]]"", ""[[308, 0], [369, 0], [369, 1597], [308, 1597]]""]"
Q13_36_059,紹治初改今名，嗣德四年省知縣，由府篆理。,"[""[[183, 0], [241, 0], [241, 1597], [183, 1597]]"", ""[[126, 0], [183, 0], [183, 1597], [126, 1597]]"", ""[[915, 0], [983, 0], [983, 1620], [915, 1620]]""]"
Q13_37_060,六年由道兼理，二十九年由府兼理。,"[""[[531, 0], [596, 0], [596, 1620], [531, 1620]]"", ""[[468, 0], [531, 0], [531, 1620], [468, 1620]]""]"
Q13_37_061,同慶乙酉年復置知縣，屬府。,[]
Q13_37_062,可系距省南一統轄，領總四社村坊九十石汴県里，東西距五十五里，南北距三十七里。,"[""[[468, 0], [531, 0], [531, 1620], [468, 1620]]"", ""[[404, 0], [468, 0], [468, 1620], [404, 1620]]"", ""[[969, 0], [1050, 0], [1050, 1586], [969, 1586]]"", ""[[718, 0], [779, 0], [779, 1586], [718, 1586]]"", ""[[653, 0], [718, 0], [718, 1586], [653, 1586]]"", ""[[589, 0], [653, 0], [653, 1586], [589, 1586]]"", ""[[527, 0], [589, 0], [589, 1586], [527, 1586]]"", ""[[276, 0], [335, 0], [335, 1586], [276, 1586]]"", ""[[210, 0], [276, 0], [276, 1586], [210, 1586]]""]"
Q13_38_063,東至海十八里，西至香溪縣界三十七里，南至錦川縣界五里，北至幹祿縣界三十二里。,"[""[[210, 0], [276, 0], [276, 1586], [210, 1586]]"", ""[[655, 0], [718, 0], [718, 1589], [655, 1589]]"", ""[[527, 0], [590, 0], [590, 1589], [527, 1589]]"", ""[[459, 0], [527, 0], [527, 1589], [459, 1589]]"", ""[[396, 0], [459, 0], [459, 1589], [396, 1589]]"", ""[[331, 0], [396, 0], [396, 1589], [331, 1589]]"", ""[[960, 0], [1052, 0], [1052, 1598], [960, 1598]]"", ""[[899, 0], [960, 0], [960, 1598], [899, 1598]]"", ""[[705, 0], [771, 0], [771, 1598], [705, 1598]]"", ""[[643, 0], [705, 0], [705, 1598], [643, 1598]]"", ""[[576, 0], [643, 0], [643, 1598], [576, 1598]]"", ""[[195, 0], [258, 0], [258, 1598], [195, 1598]]"", ""[[913, 0], [978, 0], [978, 1611], [913, 1611]]"", ""[[795, 0], [853, 0], [853, 1611], [795, 1611]]"", ""[[662, 0], [724, 0], [724, 1611], [662, 1611]]"", ""[[593, 0], [662, 0], [662, 1611], [593, 1611]]""]"
Q13_41_064,前黎爲石河州，李改爲縣，陳爲日南州，明爲南靖州，盤石河潢二縣後併河潢八本州，黎復曰石河縣。,"[""[[208, 0], [274, 0], [274, 1611], [208, 1611]]"", ""[[832, 0], [893, 0], [893, 1601], [832, 1601]]"", ""[[576, 0], [641, 0], [641, 1601], [576, 1601]]"", ""[[448, 0], [515, 0], [515, 1601], [448, 1601]]"", ""[[322, 0], [383, 0], [383, 1601], [322, 1601]]"", ""[[916, 0], [979, 0], [979, 1613], [916, 1613]]"", ""[[666, 0], [730, 0], [730, 1613], [666, 1613]]"", ""[[341, 0], [406, 0], [406, 1613], [341, 1613]]"", ""[[277, 0], [341, 0], [341, 1613], [277, 1613]]""]"
Q13_43_065,本朝因之，屬河清府統轄。,"[""[[56, 0], [149, 0], [149, 1613], [56, 1613]]"", ""[[697, 0], [761, 0], [761, 1604], [697, 1604]]"", ""[[314, 0], [376, 0], [376, 1604], [314, 1604]]""]"
Q13_44_066,嗣德六年省知縣，由道兼理。,"[""[[314, 0], [376, 0], [376, 1604], [314, 1604]]""]"
Q13_45_067,二十九年復置知縣，由書等距省府統轄，領總七社村庄六十五復言月西北七十里，東西距一有六十三里，南北距五十里，東至海六十三里，西至開帳山一百里，南至石河。,"[""[[787, 0], [847, 0], [847, 1602], [787, 1602]]"", ""[[528, 0], [590, 0], [590, 1602], [528, 1602]]"", ""[[203, 0], [268, 0], [268, 1602], [203, 1602]]"", ""[[141, 0], [203, 0], [203, 1602], [141, 1602]]"", ""[[834, 0], [896, 0], [896, 1594], [834, 1594]]"", ""[[766, 0], [834, 0], [834, 1594], [766, 1594]]"", ""[[638, 0], [705, 0], [705, 1594], [638, 1594]]"", ""[[320, 0], [383, 0], [383, 1594], [320, 1594]]"", ""[[133, 0], [198, 0], [198, 1594], [133, 1594]]"", ""[[854, 0], [914, 0], [914, 1607], [854, 1607]]"", ""[[532, 0], [594, 0], [594, 1607], [532, 1607]]"", ""[[401, 0], [463, 0], [463, 1607], [401, 1607]]"", ""[[153, 0], [200, 0], [200, 1607], [153, 1607]]"", ""[[699, 0], [764, 0], [764, 1595], [699, 1595]]"", ""[[636, 0], [699, 0], [699, 1595], [636, 1595]]"", ""[[254, 0], [377, 0], [377, 1595], [254, 1595]]""]"
Q13_48_068,縣界三十九里，北至清漳縣界十一里。,"[""[[254, 0], [377, 0], [377, 1595], [254, 1595]]"", ""[[130, 0], [254, 0], [254, 1595], [130, 1595]]"", ""[[852, 0], [911, 0], [911, 1601], [852, 1601]]""]"
Q13_49_069,吳九德郡地，梁為南德州，唐為日南唐林二郡地，黎始改曰德光府，本朝嘉隆初因之。,"[""[[786, 0], [852, 0], [852, 1601], [786, 1601]]"", ""[[724, 0], [786, 0], [786, 1601], [724, 1601]]""]"
Q13_49_070,兼理羅川，統轄香山、宜春、幹祿、清漳、眞祿五縣。,"[""[[464, 0], [594, 0], [594, 1601], [464, 1601]]"", ""[[338, 0], [464, 0], [464, 1601], [338, 1601]]""]"
Q13_49_071,明命三年改今名，七年以清漳眞祿改隸英山府。,"[""[[207, 0], [338, 0], [338, 1601], [207, 1601]]""]"
Q13_50_072,二十一年以鎮定府之甘門、甘吉二土縣來屬。,"[""[[774, 0], [839, 0], [839, 1594], [774, 1594]]"", ""[[582, 0], [648, 0], [648, 1594], [582, 1594]]"", ""[[518, 0], [582, 0], [582, 1594], [518, 1594]]"", ""[[201, 0], [265, 0], [265, 1594], [201, 1594]]""]"
Q13_51_073,嗣德二十一年，析香山縣，增置沓溪縣，二十九年分轄隸歸今，兼理羅川，統轄香山、香溪、宜翟山（系）東西距十九里，南北春干祿領縣五。,"[""[[657, 0], [726, 0], [726, 1599], [657, 1599]]"", ""[[398, 0], [462, 0], [462, 1599], [398, 1599]]"", ""[[139, 0], [204, 0], [204, 1599], [139, 1599]]"", ""[[948, 0], [1031, 0], [1031, 1584], [948, 1584]]"", ""[[567, 0], [628, 0], [628, 1584], [567, 1584]]""]"
Q13_52_074,累山鼎距二十二里，東至宜春縣界十七里，西至香山縣界二里，南至於深市財院金一一御理園曰支羅黎，初曰羅江，後改今名。,"[""[[374, 0], [439, 0], [439, 1584], [374, 1584]]"", ""[[900, 0], [962, 0], [962, 1598], [900, 1598]]"", ""[[841, 0], [900, 0], [900, 1598], [841, 1598]]"", ""[[780, 0], [841, 0], [841, 1598], [780, 1598]]""]"
Q13_53_075,本朝上卷因之屬府，兼理領總五社村坊五十三卷。,"[""[[714, 0], [780, 0], [780, 1598], [714, 1598]]"", ""[[521, 0], [585, 0], [585, 1598], [521, 1598]]"", ""[[453, 0], [521, 0], [521, 1598], [453, 1598]]"", ""[[196, 0], [264, 0], [264, 1598], [196, 1598]]"", ""[[764, 0], [827, 0], [827, 1597], [764, 1597]]""]"
Q13_54_076,象距府東南二十里，東西距三十四里，南北見距十五里，東至海二十七里，西至羅山縣界七里，南至石河縣界一里，北至宜春縣界十四里。,"[""[[568, 0], [629, 0], [629, 1597], [568, 1597]]"", ""[[248, 0], [315, 0], [315, 1597], [248, 1597]]"", ""[[903, 0], [966, 0], [966, 1593], [903, 1593]]"", ""[[520, 0], [585, 0], [585, 1593], [520, 1593]]"", ""[[392, 0], [454, 0], [454, 1593], [392, 1593]]"", ""[[893, 0], [955, 0], [955, 1598], [893, 1598]]"", ""[[574, 0], [637, 0], [637, 1598], [574, 1598]]"", ""[[513, 0], [574, 0], [574, 1598], [513, 1598]]"", ""[[446, 0], [513, 0], [513, 1598], [446, 1598]]"", ""[[318, 0], [382, 0], [382, 1598], [318, 1598]]""]"
Q13_56_077,古河潢縣屬，明爲丕祿縣，黎光順改今。,"[""[[256, 0], [318, 0], [318, 1598], [256, 1598]]"", ""[[133, 0], [193, 0], [193, 1598], [133, 1598]]"", ""[[409, 0], [472, 0], [472, 1606], [409, 1606]]""]"
Q13_56_078,本朝因之屬府，,[]
Q13_58_079,統筆象紫距府東四轄領總七社村坊一百一卷，,"[""[[953, 0], [1033, 0], [1033, 1598], [953, 1598]]"", ""[[697, 0], [759, 0], [759, 1598], [697, 1598]]""]"
Q13_58_080,鼎十六里，,[]
Q13_58_081,東西距二十五里，,"[""[[511, 0], [572, 0], [572, 1598], [511, 1598]]"", ""[[253, 0], [316, 0], [316, 1598], [253, 1598]]""]"
Q13_58_082,南北距十五里，,"[""[[132, 0], [195, 0], [195, 1598], [132, 1598]]"", ""[[654, 0], [714, 0], [714, 1606], [654, 1606]]""]"
Q13_59_083,東至海七里，,"[""[[457, 0], [523, 0], [523, 1606], [457, 1606]]"", ""[[896, 0], [996, 0], [996, 1620], [896, 1620]]""]"
Q13_60_084,西至羅山縣界十八里，,"[""[[699, 0], [764, 0], [764, 1620], [699, 1620]]"", ""[[638, 0], [699, 0], [699, 1620], [638, 1620]]""]"
Q13_60_085,南至千祿贍界十四里，,"[""[[442, 0], [509, 0], [509, 1620], [442, 1620]]"", ""[[190, 0], [253, 0], [253, 1620], [190, 1620]]""]"
Q13_60_086,北至宜祿縣界一里。,"[""[[132, 0], [190, 0], [190, 1620], [132, 1620]]"", ""[[592, 0], [654, 0], [654, 1583], [592, 1583]]"", ""[[526, 0], [592, 0], [592, 1583], [526, 1583]]"", ""[[459, 0], [526, 0], [526, 1583], [459, 1583]]""]"
Q13_61_087,古威驩縣地，屬明爲衙儀縣，按明永樂十五年設衙儀縣，丹陰海門越檢司丹附卽今。,"[""[[398, 0], [459, 0], [459, 1583], [398, 1583]]"", ""[[336, 0], [398, 0], [398, 1583], [336, 1583]]"", ""[[961, 0], [1039, 0], [1039, 1571], [961, 1571]]"", ""[[900, 0], [961, 0], [961, 1571], [900, 1571]]"", ""[[708, 0], [770, 0], [770, 1571], [708, 1571]]""]"
Q13_62_088,會海汛又考宜春古與眞祿合一號宜冥縣黎始析置，今名本朝因之。,"[""[[708, 0], [770, 0], [770, 1571], [708, 1571]]"", ""[[646, 0], [708, 0], [708, 1571], [646, 1571]]""]"
Q13_62_089,領總五今山系，距府西四里，東西距社村坊四十羣，日累九十八里，南北距四十七里。,"[""[[326, 0], [389, 0], [389, 1571], [326, 1571]]"", ""[[839, 0], [899, 0], [899, 1591], [839, 1591]]"", ""[[520, 0], [583, 0], [583, 1591], [520, 1591]]"", ""[[132, 0], [198, 0], [198, 1591], [132, 1591]]"", ""[[948, 0], [1036, 0], [1036, 1577], [948, 1577]]"", ""[[756, 0], [820, 0], [820, 1577], [756, 1577]]"", ""[[630, 0], [693, 0], [693, 1577], [630, 1577]]"", ""[[507, 0], [566, 0], [566, 1577], [507, 1577]]"", ""[[377, 0], [437, 0], [437, 1577], [377, 1577]]""]"
Q13_64_090,東至羅山縣界一里，西至開帳山九十七里，南至石河縣界二十九里，兆至清漳縣界十八里。,"[""[[250, 0], [311, 0], [311, 1577], [250, 1577]]"", ""[[127, 0], [187, 0], [187, 1577], [127, 1577]]"", ""[[841, 0], [901, 0], [901, 1574], [841, 1574]]"", ""[[781, 0], [841, 0], [841, 1574], [781, 1574]]"", ""[[651, 0], [716, 0], [716, 1574], [651, 1574]]"", ""[[588, 0], [651, 0], [651, 1574], [588, 1574]]"", ""[[527, 0], [588, 0], [588, 1574], [527, 1574]]"", ""[[395, 0], [460, 0], [460, 1574], [395, 1574]]"", ""[[201, 0], [267, 0], [267, 1574], [201, 1574]]"", ""[[897, 0], [959, 0], [959, 1585], [897, 1585]]"", ""[[830, 0], [897, 0], [897, 1585], [830, 1585]]"", ""[[767, 0], [830, 0], [830, 1585], [767, 1585]]"", ""[[518, 0], [578, 0], [578, 1585], [518, 1585]]"", ""[[385, 0], [447, 0], [447, 1585], [385, 1585]]""]"
Q13_66_091,唐為祿州，福州李曰杜家鄉。,"[""[[323, 0], [385, 0], [385, 1585], [323, 1585]]""]"
Q13_66_092,屬明為古杜土黃二縣地，黎初曰杜家光順置，今本朝因之。,"[""[[261, 0], [323, 0], [323, 1585], [261, 1585]]"", ""[[138, 0], [261, 0], [261, 1585], [138, 1585]]"", ""[[848, 0], [906, 0], [906, 1594], [848, 1594]]""]"
Q13_67_093,明命二十年改鎭定府之歸合市局，局局院會周禮芳田福祿香溪等總置香。,"[""[[330, 0], [393, 0], [393, 1594], [330, 1594]]""]"
