ID,sentence,reference_Id
Q9_5_015,按魏正始九年林邑進侵壽洽以爲界，,"[""[[647, 0], [754, 0], [754, 1740], [647, 1740]]"", ""[[419, 0], [534, 0], [534, 1740], [419, 1740]]""]"
Q9_5_016,疆當於漢已有之，,[]
Q9_5_017,未詳何代所置，,"[""[[95, 0], [305, 0], [305, 1740], [95, 1740]]""]"
Q9_5_018,X非始於晉也。,[]
Q9_6_019,又水經註雲冷水在壽冷縣故水得其名，,"[""[[1253, 0], [1335, 0], [1335, 1773], [1253, 1773]]"", ""[[668, 0], [749, 0], [749, 1773], [668, 1773]]"", ""[[501, 0], [559, 0], [559, 1773], [501, 1773]]"", ""[[271, 0], [328, 0], [328, 1773], [271, 1773]]""]"
Q9_7_020,今之瀝江瀝與後爲水邑斤象，,"[""[[1533, 0], [1585, 0], [1585, 1743], [1533, 1743]]"", ""[[1198, 0], [1259, 0], [1259, 1743], [1198, 1743]]""]"
Q9_7_021,晉和二年范文攻陷日南，,"[""[[923, 0], [981, 0], [981, 1743], [923, 1743]]"", ""[[873, 0], [923, 0], [923, 1743], [873, 1743]]""]"
Q9_7_022,請於育大業元手平交州，,"[""[[697, 0], [755, 0], [755, 1743], [697, 1743]]""]"
Q9_7_023,以日南北鄙横山爲界，,"[""[[423, 0], [472, 0], [472, 1743], [423, 1743]]"", ""[[361, 0], [423, 0], [423, 1743], [361, 1743]]"", ""[[246, 0], [301, 0], [301, 1743], [246, 1743]]""]"
Q9_8_024,林邑以二縣隸蕩州，,"[""[[1634, 0], [1693, 0], [1693, 1744], [1634, 1744]]"", ""[[1581, 0], [1634, 0], [1634, 1744], [1581, 1744]]"", ""[[1468, 0], [1527, 0], [1527, 1744], [1468, 1744]]"", ""[[1193, 0], [1249, 0], [1249, 1744], [1193, 1744]]""]"
Q9_8_025,尋改隸比景郡，,"[""[[1193, 0], [1249, 0], [1249, 1744], [1193, 1744]]"", ""[[1084, 0], [1136, 0], [1136, 1744], [1084, 1744]]""]"
Q9_8_026,隋末没於林邑，,"[""[[911, 0], [973, 0], [973, 1744], [911, 1744]]""]"
Q9_8_027,唐初縣廢，,"[""[[806, 0], [867, 0], [867, 1744], [806, 1744]]"", ""[[637, 0], [697, 0], [697, 1744], [637, 1744]]""]"
Q9_8_028,占城爲地裏布征麻令之地，,"[""[[410, 0], [471, 0], [471, 1744], [410, 1744]]""]"
Q9_8_029,安南李聖尊天貺葆象二年親征占城，,"[""[[184, 0], [241, 0], [241, 1744], [184, 1744]]"", ""[[1640, 0], [1696, 0], [1696, 1757], [1640, 1757]]"", ""[[1044, 0], [1126, 0], [1126, 1757], [1044, 1757]]""]"
Q9_9_030,擒其三月巨人川巨青夫。,"[""[[1044, 0], [1126, 0], [1126, 1757], [1044, 1757]]"", ""[[734, 0], [851, 0], [851, 1757], [734, 1757]]""]"
Q9_9_031,也里阮抑齋，地輿布征麻令三州，贖罪許之仁尊，太寧四年改北門為臣可人，不名官不正少黎洪德布。,"[""[[541, 0], [618, 0], [618, 1757], [541, 1757]]"", ""[[1483, 0], [1565, 0], [1565, 1747], [1483, 1747]]"", ""[[1373, 0], [1483, 0], [1483, 1747], [1373, 1747]]"", ""[[1259, 0], [1344, 0], [1344, 1747], [1259, 1747]]"", ""[[423, 0], [526, 0], [526, 1747], [423, 1747]]""]"
Q9_10_032,A麻令爲明靈州招民居之，龍符三年，占城王制麻那八寇，復取三州，四年命李常傑討破之，麻那復納其地。,"[""[[278, 0], [394, 0], [394, 1747], [278, 1747]]"", ""[[1709, 0], [1794, 0], [1794, 1746], [1709, 1746]]"", ""[[1232, 0], [1346, 0], [1346, 1746], [1232, 1746]]"", ""[[463, 0], [535, 0], [535, 1746], [463, 1746]]""]"
Q9_11_033,陳裕尊大治四年，以范阿窗爲臨平府知府，起自何代州陞府，不知。,"[""[[138, 0], [233, 0], [233, 1746], [138, 1746]]"", ""[[1525, 0], [1586, 0], [1586, 1737], [1525, 1737]]"", ""[[1305, 0], [1367, 0], [1367, 1737], [1305, 1737]]"", ""[[1198, 0], [1251, 0], [1251, 1737], [1198, 1737]]""]"
Q9_12_034,睿尊隆慶三年，改臨平爲新平府，尋改爲路閏胡季聲改爲西平鎭，屬明改設新平府州二縣，收曰于百言九，以布政明靈二州隸之。,"[""[[1088, 0], [1138, 0], [1138, 1737], [1088, 1737]]"", ""[[912, 0], [975, 0], [975, 1737], [912, 1737]]"", ""[[635, 0], [696, 0], [696, 1737], [635, 1737]]"", ""[[353, 0], [430, 0], [430, 1737], [353, 1737]]"", ""[[237, 0], [298, 0], [298, 1737], [237, 1737]]"", ""[[1468, 0], [1586, 0], [1586, 1744], [1468, 1744]]"", ""[[1353, 0], [1468, 0], [1468, 1744], [1353, 1744]]"", ""[[1088, 0], [1144, 0], [1144, 1744], [1088, 1744]]""]"
Q9_12_035,布政改政平明靈天下郡國利病書，,[]
Q9_13_036,明永樂二年設新平府正兩古鄧從質三縣，,"[""[[519, 0], [632, 0], [632, 1744], [519, 1744]]"", ""[[402, 0], [519, 0], [519, 1744], [402, 1744]]"", ""[[289, 0], [402, 0], [402, 1744], [289, 1744]]"", ""[[1753, 0], [1809, 0], [1809, 1741], [1753, 1741]]"", ""[[1680, 0], [1753, 0], [1753, 1741], [1680, 1741]]""]"
Q9_14_037,南靈州領丹齋左戶令度三縣十七年，,"[""[[1599, 0], [1680, 0], [1680, 1741], [1599, 1741]]"", ""[[1156, 0], [1233, 0], [1233, 1741], [1156, 1741]]""]"
Q9_14_038,以知見縣隸奇義副良二縣各八本州夜度縣八，,"[""[[1156, 0], [1233, 0], [1233, 1741], [1156, 1741]]"", ""[[625, 0], [736, 0], [736, 1741], [625, 1741]]"", ""[[400, 0], [512, 0], [512, 1741], [400, 1741]]""]"
Q9_15_039,左平築尋政平州之政和古鄧從質三縣南靈之丹裔慶二集以福康八衙儀縣左平縣八本州黎初因之，,"[""[[1709, 0], [1794, 0], [1794, 1744], [1709, 1744]]"", ""[[1596, 0], [1681, 0], [1681, 1744], [1596, 1744]]"", ""[[1489, 0], [1567, 0], [1567, 1744], [1489, 1744]]"", ""[[1028, 0], [1088, 0], [1088, 1744], [1028, 1744]]""]"
Q9_15_040,尋設新平路屬海西道，,"[""[[752, 0], [805, 0], [805, 1744], [752, 1744]]""]"
Q9_15_041,設路總管知府。,[]
Q9_15_042,光順十年定天下版圖，復爲新平府領縣二康祿州二，布政明靈隸于順化承宣弘定年間，改爲先平府。,"[""[[695, 0], [752, 0], [752, 1744], [695, 1744]]"", ""[[353, 0], [407, 0], [407, 1744], [353, 1744]]"", ""[[294, 0], [353, 0], [353, 1744], [294, 1744]]""]"
Q9_15_043,本朝太祖嘉裕皇帝甲辰四十七年，改先平爲廣平府，尋改置廣平營。,"[""[[243, 0], [294, 0], [294, 1744], [243, 1744]]""]"
Q9_16_044,熙尊孝文皇帝初取瀝江以南布政之地，置布政營，俗號以靈江爲界，分始此江之北爲布政外，回學明又名北布政州南府西營，號稱畱。,"[""[[1583, 0], [1641, 0], [1641, 1744], [1583, 1744]]"", ""[[1527, 0], [1583, 0], [1583, 1744], [1527, 1744]]"", ""[[1248, 0], [1301, 0], [1301, 1744], [1248, 1744]]"", ""[[863, 0], [912, 0], [912, 1744], [863, 1744]]"", ""[[645, 0], [690, 0], [690, 1744], [645, 1744]]"", ""[[411, 0], [466, 0], [466, 1744], [411, 1744]]"", ""[[1596, 0], [1667, 0], [1667, 1744], [1596, 1744]]"", ""[[1464, 0], [1518, 0], [1518, 1744], [1464, 1744]]"", ""[[1401, 0], [1464, 0], [1464, 1744], [1401, 1744]]""]"
Q9_17_045,屯道角上嘗皆命宿將重兵以守之。,"[""[[619, 0], [689, 0], [689, 1744], [619, 1744]]""]"
Q9_17_046,甲午冬，鄭人南侵，諸營皆廢止，留洞海屯。,"[""[[619, 0], [689, 0], [689, 1744], [619, 1744]]"", ""[[399, 0], [467, 0], [467, 1744], [399, 1744]]""]"
Q9_18_047,丙午夏，山賊阮文惠北逐鄭人，據其地，亦名洞海。,"[""[[1647, 0], [1707, 0], [1707, 1747], [1647, 1747]]"", ""[[1314, 0], [1374, 0], [1374, 1747], [1314, 1747]]""]"
Q9_18_048,又世祖高皇帝克復舊疆，廢順政州，仍曰布政內外二大南一統志卷州析明靈州隸廣治，以康祿、麗水二縣及布政內外二州置廣平營，設留守該簿記錄。,"[""[[1145, 0], [1201, 0], [1201, 1747], [1145, 1747]]"", ""[[922, 0], [989, 0], [989, 1747], [922, 1747]]"", ""[[811, 0], [865, 0], [865, 1747], [811, 1747]]"", ""[[532, 0], [588, 0], [588, 1747], [532, 1747]]"", ""[[188, 0], [246, 0], [246, 1747], [188, 1747]]"", ""[[1527, 0], [1584, 0], [1584, 1744], [1527, 1744]]"", ""[[1415, 0], [1469, 0], [1469, 1744], [1415, 1744]]"", ""[[1303, 0], [1360, 0], [1360, 1744], [1303, 1744]]""]"
Q9_19_049,嘉隆五年定為直隸廣平營，隸京師。,"[""[[1139, 0], [1198, 0], [1198, 1744], [1139, 1744]]""]"
Q9_19_050,十八年，以乂安歸合州之清朗冊改隸布政外州。,"[""[[1087, 0], [1139, 0], [1139, 1744], [1087, 1744]]"", ""[[748, 0], [806, 0], [806, 1744], [748, 1744]]"", ""[[516, 0], [580, 0], [580, 1744], [516, 1744]]""]"
Q9_19_051,明靈州隸廣治以康祿、麗水二縣及布政內外二州置廣平營，設留守該簿記錄。,"[""[[183, 0], [239, 0], [239, 1744], [183, 1744]]"", ""[[1768, 0], [1826, 0], [1826, 1740], [1768, 1740]]"", ""[[1639, 0], [1699, 0], [1699, 1740], [1639, 1740]]"", ""[[1308, 0], [1372, 0], [1372, 1740], [1308, 1740]]""]"
Q9_19_052,嘉隆五年定為直隸廣平營，隸京師。,[]
Q9_20_053,十八年，以乂安歸合州之清朗冊改隸布政外州。,"[""[[1205, 0], [1255, 0], [1255, 1740], [1205, 1740]]"", ""[[823, 0], [909, 0], [909, 1740], [823, 1740]]"", ""[[752, 0], [823, 0], [823, 1740], [752, 1740]]""]"
Q9_20_054,明靈州隸廣治以康祿、麗水二縣及布政內外二州置廣平營，設留守該簿記錄。,"[""[[639, 0], [696, 0], [696, 1740], [639, 1740]]"", ""[[417, 0], [482, 0], [482, 1740], [417, 1740]]"", ""[[368, 0], [417, 0], [417, 1740], [368, 1740]]"", ""[[255, 0], [295, 0], [295, 1740], [255, 1740]]"", ""[[1699, 0], [1748, 0], [1748, 1737], [1699, 1737]]"", ""[[1529, 0], [1582, 0], [1582, 1737], [1529, 1737]]"", ""[[1411, 0], [1473, 0], [1473, 1737], [1411, 1737]]""]"
Q9_21_055,嘉隆五年定為直隸廣平營，隸京師。,"[""[[1304, 0], [1385, 0], [1385, 1737], [1304, 1737]]""]"
Q9_21_056,十八年，以乂安歸合州之清朗冊改隸布政外州。,"[""[[1198, 0], [1250, 0], [1250, 1737], [1198, 1737]]"", ""[[1139, 0], [1198, 0], [1198, 1737], [1139, 1737]]"", ""[[1086, 0], [1139, 0], [1139, 1737], [1086, 1737]]"", ""[[752, 0], [812, 0], [812, 1737], [752, 1737]]""]"
Q9_21_057,明靈州隸廣治以康祿、麗水二縣及布政內外二州置廣平營，設留守該簿記錄。,"[""[[752, 0], [812, 0], [812, 1737], [752, 1737]]"", ""[[699, 0], [752, 0], [752, 1737], [699, 1737]]""]"
Q9_21_058,嘉隆五年定為直隸廣平營，隸京師。,"[""[[642, 0], [699, 0], [699, 1737], [642, 1737]]""]"
Q9_21_059,十八年，以乂安歸合州之清朗冊改隸布政外州。,"[""[[586, 0], [642, 0], [642, 1737], [586, 1737]]"", ""[[527, 0], [586, 0], [586, 1737], [527, 1737]]""]"
Q9_21_060,明靈州隸廣治以康祿、麗水二縣及布政內外二州置廣平營，設留守該簿記錄。,"[""[[471, 0], [527, 0], [527, 1737], [471, 1737]]""]"
Q9_21_061,嘉隆五年定為直隸廣平營，隸京師。,[]
Q9_21_062,十八年，以乂安歸合州之清朗冊改隸布政外州。,"[""[[415, 0], [471, 0], [471, 1737], [415, 1737]]"", ""[[186, 0], [245, 0], [245, 1737], [186, 1737]]"", ""[[1745, 0], [1805, 0], [1805, 1737], [1745, 1737]]"", ""[[1635, 0], [1690, 0], [1690, 1737], [1635, 1737]]"", ""[[1360, 0], [1413, 0], [1413, 1737], [1360, 1737]]""]"
Q9_22_063,明靈州隸廣治以康祿、麗水二縣及布政內外二州置廣平營，設留守該簿記錄。,"[""[[1299, 0], [1360, 0], [1360, 1737], [1299, 1737]]"", ""[[911, 0], [972, 0], [972, 1737], [911, 1737]]"", ""[[585, 0], [639, 0], [639, 1737], [585, 1737]]"", ""[[470, 0], [525, 0], [525, 1737], [470, 1737]]""]"
Q9_22_064,嘉隆五年定為直隸廣平營，隸京師。,[]
Q9_22_065,十八年，以乂安歸合州之清朗冊改隸布政外州。,"[""[[185, 0], [242, 0], [242, 1737], [185, 1737]]"", ""[[1688, 0], [1752, 0], [1752, 1740], [1688, 1740]]"", ""[[1466, 0], [1521, 0], [1521, 1740], [1466, 1740]]"", ""[[1354, 0], [1412, 0], [1412, 1740], [1354, 1740]]""]"
Q9_23_066,明靈州隸廣治以康祿、麗水二縣及布政內外省永靈縣界八十里，北至布澤縣二十四里。,"[""[[1142, 0], [1189, 0], [1189, 1740], [1142, 1740]]"", ""[[1087, 0], [1142, 0], [1142, 1740], [1087, 1740]]"", ""[[805, 0], [854, 0], [854, 1740], [805, 1740]]"", ""[[639, 0], [687, 0], [687, 1740], [639, 1740]]"", ""[[580, 0], [639, 0], [639, 1740], [580, 1740]]"", ""[[353, 0], [407, 0], [407, 1740], [353, 1740]]""]"
Q9_23_067,本漢西捲縣地，後汲於占城為地哩州，安南李朝改為臨平州，陳改為新平府，黎改為先平府，本朝初改為廣平府。,"[""[[353, 0], [407, 0], [407, 1740], [353, 1740]]"", ""[[297, 0], [353, 0], [353, 1740], [297, 1740]]"", ""[[239, 0], [297, 0], [297, 1740], [239, 1740]]""]"
Q9_24_068,明命七年始置知府，十二年改今名。,"[""[[1645, 0], [1695, 0], [1695, 1740], [1645, 1740]]"", ""[[1418, 0], [1478, 0], [1478, 1740], [1418, 1740]]""]"
Q9_24_069,原領縣四十九年柝平政布澤二縣，置廣澤帶濟務務務帶務司局務，明市房市堂堂—堂房堂安濟二縣統轄麗水一縣，共領縣三。,"[""[[1364, 0], [1418, 0], [1418, 1740], [1364, 1740]]"", ""[[1092, 0], [1146, 0], [1146, 1740], [1092, 1740]]"", ""[[696, 0], [752, 0], [752, 1740], [696, 1740]]"", ""[[417, 0], [472, 0], [472, 1740], [417, 1740]]"", ""[[357, 0], [417, 0], [417, 1740], [357, 1740]]"", ""[[250, 0], [304, 0], [304, 1740], [250, 1740]]"", ""[[1690, 0], [1746, 0], [1746, 1737], [1690, 1737]]"", ""[[1410, 0], [1470, 0], [1470, 1737], [1410, 1737]]"", ""[[1300, 0], [1363, 0], [1363, 1737], [1300, 1737]]"", ""[[1084, 0], [1139, 0], [1139, 1737], [1084, 1737]]"", ""[[1027, 0], [1084, 0], [1084, 1737], [1027, 1737]]"", ""[[807, 0], [859, 0], [859, 1737], [807, 1737]]"", ""[[580, 0], [637, 0], [637, 1737], [580, 1737]]""]"
Q9_25_070,豐市距六十一里，南北距四十六里，東至海，西至山崗，南至豐登麗水二縣界，北至布澤縣界。,"[""[[410, 0], [467, 0], [467, 1737], [410, 1737]]"", ""[[297, 0], [354, 0], [354, 1737], [297, 1737]]"", ""[[181, 0], [238, 0], [238, 1737], [181, 1737]]"", ""[[1589, 0], [1643, 0], [1643, 1743], [1589, 1743]]"", ""[[1530, 0], [1589, 0], [1589, 1743], [1530, 1743]]"", ""[[1257, 0], [1315, 0], [1315, 1743], [1257, 1743]]"", ""[[818, 0], [867, 0], [867, 1743], [818, 1743]]"", ""[[757, 0], [818, 0], [818, 1743], [757, 1743]]"", ""[[643, 0], [696, 0], [696, 1743], [643, 1743]]"", ""[[464, 0], [527, 0], [527, 1743], [464, 1743]]"", ""[[358, 0], [411, 0], [411, 1743], [358, 1743]]"", ""[[304, 0], [358, 0], [358, 1743], [304, 1743]]"", ""[[1767, 0], [1870, 0], [1870, 1753], [1767, 1753]]"", ""[[1545, 0], [1601, 0], [1601, 1753], [1545, 1753]]"", ""[[1322, 0], [1380, 0], [1380, 1753], [1322, 1753]]"", ""[[1214, 0], [1267, 0], [1267, 1753], [1214, 1753]]"", ""[[1156, 0], [1214, 0], [1214, 1753], [1156, 1753]]""]"
Q9_27_071,本漢西捲地，後汲於占城為地哩州，李朝屬臨平州，陳為福康縣屬，明因之，黎改建祿後改康祿，本朝嘉隆五年改今名，隸廣平府。,"[""[[1095, 0], [1156, 0], [1156, 1753], [1095, 1753]]"", ""[[535, 0], [591, 0], [591, 1753], [535, 1753]]"", ""[[192, 0], [248, 0], [248, 1753], [192, 1753]]"", ""[[1748, 0], [1811, 0], [1811, 1740], [1748, 1740]]"", ""[[1477, 0], [1532, 0], [1532, 1740], [1477, 1740]]"", ""[[1302, 0], [1365, 0], [1365, 1740], [1302, 1740]]""]"
Q9_28_072,明命七年始爲府兼埋領總四社村坊邑甲五十九系，,"[""[[1142, 0], [1194, 0], [1194, 1740], [1142, 1740]]"", ""[[810, 0], [865, 0], [865, 1740], [810, 1740]]""]"
Q9_28_073,原豐登後改今名，,"[""[[756, 0], [810, 0], [810, 1740], [756, 1740]]""]"
Q9_28_074,在府南三十九豐言鼎里，,"[""[[529, 0], [587, 0], [587, 1740], [529, 1740]]"", ""[[243, 0], [302, 0], [302, 1740], [243, 1740]]""]"
Q9_29_075,東西距二十七里，,"[""[[1661, 0], [1734, 0], [1734, 1739], [1661, 1739]]"", ""[[1473, 0], [1554, 0], [1554, 1739], [1473, 1739]]"", ""[[793, 0], [898, 0], [898, 1739], [793, 1739]]"", ""[[718, 0], [793, 0], [793, 1739], [718, 1739]]""]"
Q9_29_076,南北距四十七里，,"[""[[411, 0], [494, 0], [494, 1739], [411, 1739]]"", ""[[104, 0], [219, 0], [219, 1739], [104, 1739]]"", ""[[1742, 0], [1894, 0], [1894, 1736], [1742, 1736]]"", ""[[1587, 0], [1645, 0], [1645, 1736], [1587, 1736]]"", ""[[1149, 0], [1191, 0], [1191, 1736], [1149, 1736]]""]"
Q9_30_077,東至麗水縣界，,"[""[[919, 0], [996, 0], [996, 1736], [919, 1736]]"", ""[[590, 0], [648, 0], [648, 1736], [590, 1736]]""]"
Q9_30_078,西至豐祿縣界，,"[""[[374, 0], [427, 0], [427, 1736], [374, 1736]]"", ""[[261, 0], [309, 0], [309, 1736], [261, 1736]]"", ""[[1755, 0], [1814, 0], [1814, 1736], [1755, 1736]]""]"
Q9_31_079,南至山崗，,"[""[[1755, 0], [1814, 0], [1814, 1736], [1755, 1736]]"", ""[[1701, 0], [1755, 0], [1755, 1736], [1701, 1736]]""]"
Q9_31_080,北至豐祿縣界。,"[""[[1421, 0], [1477, 0], [1477, 1736], [1421, 1736]]"", ""[[1203, 0], [1256, 0], [1256, 1736], [1203, 1736]]""]"
Q9_31_081,舊豐祿縣地，,"[""[[1094, 0], [1146, 0], [1146, 1736], [1094, 1736]]""]"
Q9_31_082,明命十九年一明務動堂帶與明堂衛適務與務務目司省知縣由府員兼撫其縣治及縣學在祿安社，,"[""[[810, 0], [867, 0], [867, 1736], [810, 1736]]"", ""[[759, 0], [810, 0], [810, 1736], [759, 1736]]"", ""[[586, 0], [643, 0], [643, 1736], [586, 1736]]"", ""[[312, 0], [421, 0], [421, 1736], [312, 1736]]"", ""[[243, 0], [312, 0], [312, 1736], [243, 1736]]"", ""[[1530, 0], [1582, 0], [1582, 1740], [1530, 1740]]"", ""[[1198, 0], [1253, 0], [1253, 1740], [1198, 1740]]""]"
Q9_32_083,今人在府東南四十二里，,"[""[[1146, 0], [1198, 0], [1198, 1740], [1146, 1740]]"", ""[[1088, 0], [1146, 0], [1146, 1740], [1088, 1740]]"", ""[[1029, 0], [1088, 0], [1088, 1740], [1029, 1740]]"", ""[[918, 0], [977, 0], [977, 1740], [918, 1740]]"", ""[[753, 0], [808, 0], [808, 1740], [753, 1740]]""]"
Q9_32_084,東西距四發麗才縣十餘里，,"[""[[524, 0], [582, 0], [582, 1740], [524, 1740]]"", ""[[465, 0], [524, 0], [524, 1740], [465, 1740]]""]"
Q9_32_085,南北距五十七里，,"[""[[299, 0], [358, 0], [358, 1740], [299, 1740]]"", ""[[1754, 0], [1886, 0], [1886, 1743], [1754, 1743]]"", ""[[1703, 0], [1754, 0], [1754, 1743], [1703, 1743]]""]"
Q9_33_086,東至廣治省永靈縣界，,"[""[[1533, 0], [1593, 0], [1593, 1743], [1533, 1743]]"", ""[[1036, 0], [1102, 0], [1102, 1743], [1036, 1743]]"", ""[[922, 0], [985, 0], [985, 1743], [922, 1743]]""]"
Q9_33_087,西至豐富縣界，,"[""[[812, 0], [868, 0], [868, 1743], [812, 1743]]"", ""[[525, 0], [613, 0], [613, 1743], [525, 1743]]""]"
Q9_33_088,南至豐富縣界，,"[""[[242, 0], [303, 0], [303, 1743], [242, 1743]]""]"
Q9_34_089,北至海夾豐祿縣界。,"[""[[1535, 0], [1588, 0], [1588, 1739], [1535, 1739]]"", ""[[1259, 0], [1309, 0], [1309, 1739], [1259, 1739]]""]"
Q9_34_090,本漢西捲縣地，後沒於占城為。,"[""[[1094, 0], [1142, 0], [1142, 1739], [1094, 1739]]"", ""[[756, 0], [860, 0], [860, 1739], [756, 1739]]"", ""[[578, 0], [687, 0], [687, 1739], [578, 1739]]""]"
Q9_34_091,地裡州，李朝屬臨平州，陳置衙儀縣屬，明因之。,"[""[[462, 0], [531, 0], [531, 1739], [462, 1739]]"", ""[[195, 0], [240, 0], [240, 1739], [195, 1739]]"", ""[[1525, 0], [1583, 0], [1583, 1770], [1525, 1770]]"", ""[[1360, 0], [1410, 0], [1410, 1770], [1360, 1770]]""]"
Q9_35_092,黎初為麗水縣，本朝因之屬府，統轄領總五社村坊邑甲五十二成。,"[""[[1187, 0], [1243, 0], [1243, 1770], [1187, 1770]]"", ""[[1017, 0], [1075, 0], [1075, 1770], [1017, 1770]]"", ""[[502, 0], [558, 0], [558, 1770], [502, 1770]]"", ""[[450, 0], [502, 0], [502, 1770], [450, 1770]]""]"
Q9_35_093,秦十三年摘其八村坊隸廣治之永靈縣，,"[""[[389, 0], [450, 0], [450, 1770], [389, 1770]]"", ""[[1773, 0], [1844, 0], [1844, 1763], [1773, 1763]]"", ""[[1717, 0], [1773, 0], [1773, 1763], [1717, 1763]]""]"
Q9_36_094,社村坊甲現寸在省城西北偏六十一里，,"[""[[1610, 0], [1660, 0], [1660, 1763], [1610, 1763]]"", ""[[1550, 0], [1610, 0], [1610, 1763], [1550, 1763]]"", ""[[1491, 0], [1550, 0], [1550, 1763], [1491, 1763]]"", ""[[1437, 0], [1491, 0], [1491, 1763], [1437, 1763]]"", ""[[1327, 0], [1383, 0], [1383, 1763], [1327, 1763]]""]"
Q9_36_095,東四十四房涅月，,"[""[[1102, 0], [1162, 0], [1162, 1763], [1102, 1763]]"", ""[[928, 0], [984, 0], [984, 1763], [928, 1763]]"", ""[[703, 0], [763, 0], [763, 1763], [703, 1763]]""]"
Q9_36_096,西距五十五里，,[]
Q9_36_097,南北距一百四里，,"[""[[536, 0], [645, 0], [645, 1763], [536, 1763]]"", ""[[473, 0], [536, 0], [536, 1763], [473, 1763]]""]"
Q9_36_098,東至海八里，,"[""[[359, 0], [419, 0], [419, 1763], [359, 1763]]""]"
Q9_37_099,西至山同四十七里，,"[""[[1749, 0], [1807, 0], [1807, 1743], [1749, 1743]]""]"
Q9_37_100,南至豐祿縣界六十二里，,[]
Q9_37_101,北至河靜奇英縣界四十二里。,[]
